"","Participant","Hours_In_Study","Total_16S","Lactobacillus_crispatus","Lactobacillus_jensenii","Lactobacillus_iners","Gardnerella_vaginalis","Megasphaera","BVAB2","Atopobium_vaginae"
"2427",15,289,7.55e+10,14800000,272000,2.39e+09,1.57e+08,1.6e+09,11600000,4.89e+09
"2430",15,310,3.3e+10,7800000,13400,1.58e+09,3.13e+08,2.58e+09,76500000,5.65e+09
"2433",15,334,1.21e+09,2120000,35000,1.06e+08,22500000,15400000,2410000,2.07e+08
"2436",15,360,2.1e+08,3100000,53400000,76100000,2590000,298000,28200,3340000
"2439",15,382,2.81e+08,1.6e+07,93900000,41200000,2650000,214000,15500,1820000
"2442",15,406,1.16e+08,6440000,26400000,42600000,552000,51500,12000,656000
"2445",15,432,3.01e+08,29100000,63400000,7.9e+07,5780000,4950,543,59300
"2448",15,454,1.69e+08,5760000,43800000,36500000,4610000,879,198,9720
"2451",15,481,2.93e+09,5.61e+08,1.86e+08,2.09e+09,4050000,74800,10100,80700
"2454",15,502,2.6e+09,3.46e+08,2.73e+08,2.8e+09,1570000,60900,2070,5680
"2457",15,525,4.95e+09,1.05e+09,4.5e+08,6.28e+09,5310000,19100,760,44400
"2460",15,551,5.5e+09,2.43e+09,4.54e+08,3.3e+09,21400000,15300,337,29000
"2463",15,575,4.6e+09,2e+09,4.89e+08,5.52e+09,2e+08,6410,93.8,5480
"2466",15,598,6.98e+09,3.16e+09,5.02e+08,4.29e+09,2.64e+08,12200,229,10300
"2469",15,621,6.03e+09,93500000,6.27e+08,3.51e+09,1.27e+09,72700000,379000,39800000
"2472",15,647,7.95e+10,28700000,52600000,6.68e+09,7.07e+09,1.8e+09,50300000,7.63e+08
"2475",15,669,2.2e+10,1.2e+07,1.2e+07,2.41e+09,3.43e+09,4.35e+08,49200000,3.63e+08
"2478",15,695,1.94e+10,12700000,11300000,9.05e+08,3.29e+09,34500000,2.35e+08,5.14e+08
"2481",15,718,1.59e+10,25300000,2900000,1.66e+09,5.31e+09,3390000,2.04e+08,3.17e+08
"2484",15,743,3.03e+09,7980000,275000,1.73e+09,8.02e+08,950000,62300000,56200000
"2486",15,766,1.05e+10,55200000,421000,3.28e+09,1.31e+09,5100000,56400000,1.22e+08
"2489",15,789,9.52e+09,1.53e+08,4710000,9.03e+09,8.51e+08,13300000,3e+07,87900000
"2492",15,815,1.87e+10,4.41e+08,6920000,1.5e+10,4.1e+08,2.14e+08,32600000,1.23e+08
"2495",15,840,4.32e+09,65300000,225000,2.6e+09,18800000,10500,20200,272000
"2498",15,865,2.31e+10,2.86e+08,7290000,1.72e+10,9.08e+08,5650000,1740000,25800000
"2501",15,890,2.23e+10,1.33e+08,6700000,3.6e+09,2.02e+09,1.09e+08,9840000,87300000
"2504",15,912,3.07e+10,1.98e+08,3690000,4.95e+09,1.57e+09,6.21e+08,55300000,3.24e+08
"2508",15,936,3.59e+10,1.46e+08,3330000,8.22e+09,1.85e+09,6.93e+08,48300000,5.34e+08
"2513",15,958,9.79e+10,2.54e+08,3620000,7.45e+09,3.6e+09,1.03e+09,1.67e+08,1.19e+09
"2516",15,983,2.43e+10,3.8e+08,6620000,1.42e+10,2.62e+09,2.87e+08,59600000,1.1e+09
"2519",15,1006,7.24e+10,2.26e+08,3120000,1.47e+10,7.81e+09,9.92e+08,1.74e+08,3.24e+09
"2522",15,1030,2.15e+10,2.75e+08,6240000,2.3e+10,3.09e+09,1.23e+09,2.69e+08,3.77e+09
"2525",15,1055,7.12e+10,1.43e+08,6900000,2.13e+10,3.66e+09,1.54e+09,2.19e+08,4.79e+09
"2528",15,1080,2.16e+10,5.11e+08,10300000,1.26e+10,8.74e+08,4.81e+08,1.52e+08,1.6e+09
"2531",15,1105,3e+10,43100000,1080000,1.05e+10,2.09e+09,8.12e+08,6.14e+08,2.94e+09
"2534",15,1127,7.37e+10,17500000,206000,2e+10,4.45e+09,5.71e+08,5.01e+08,4.25e+09
"2537",15,1153,4.96e+09,2670000,6050,5.01e+09,2.67e+08,19200000,6660000,3.21e+08
"2540",15,1178,1.3e+10,25100000,242000,1.01e+10,9.87e+08,4.37e+08,89300000,1.1e+09
"2543",15,1201,2.77e+10,2.35e+08,3130000,1.31e+10,1.51e+09,8.77e+08,5.58e+08,2.26e+09
"2546",15,1223,2.72e+10,1.63e+08,6400000,1.62e+10,1.45e+09,1.51e+09,9.12e+08,2.5e+09
"2549",15,1247,1.93e+10,1.5e+08,4170000,8.96e+09,6.2e+08,9.17e+08,4.48e+08,1.27e+09
"2552",15,1274,1.85e+10,1.24e+09,7660000,2.05e+10,9.11e+08,1.1e+09,6.52e+08,1.15e+09
"2555",15,1297,2.56e+10,9.4e+08,8440000,2.07e+10,5.49e+08,1.8e+09,8.1e+08,2.19e+09
"2558",15,1321,2.69e+10,1.41e+09,11900000,1.6e+10,7.8e+08,3.02e+09,3.53e+08,1.13e+09
"1611",16,0,2.36e+09,1.51e+09,26000,19100000,1070000,93.8,93.8,93.8
"1612",16,18,92300000,33900000,6480,3160000,49800,93.8,93.8,93.8
"1615",16,41,5.77e+09,3.15e+09,72400,15900000,1270000,93.8,93.8,93.8
"1617",16,70,3.34e+08,1.42e+08,1250,491000,29300,93.8,93.8,93.8
"1619",16,96,1.17e+09,5.25e+08,33200,76600000,1150000,93.8,93.8,93.8
"1621",16,116,3.52e+09,3.5e+08,87700,4.07e+09,19300000,93.8,93.8,93.8
"1623",16,141,3e+09,1.15e+08,1920000,1.09e+09,4410000,93.8,93.8,93.8
"1625",16,166,2.02e+09,4.25e+08,92900,1.46e+09,689000,93.8,93.8,93.8
"1627",16,191,2.66e+08,3.6e+07,41000,1.78e+08,71800,93.8,93.8,93.8
"1630",16,216,7.09e+08,2.48e+08,79200,1.91e+08,67000,93.8,93.8,93.8
"1632",16,239,9.03e+08,3.89e+08,158000,94200000,7430,93.8,93.8,93.8
"1635",16,260,3.99e+09,1.61e+09,367000,8.8e+08,18600,93.8,93.8,93.8
"1637",16,287,7.42e+08,5.65e+08,35000,71400000,26500,93.8,93.8,93.8
"1640",16,305,1.84e+09,1.18e+09,191000,42600000,150000,93.8,93.8,93.8
"1643",16,332,4.08e+08,2.73e+08,39500,4560000,68000,93.8,93.8,93.8
"1646",16,356,2.38e+08,1.79e+08,38700,235000,33900,93.8,93.8,93.8
"1649",16,380,1.09e+09,5.58e+08,294000,1350000,122000,93.8,93.8,93.8
"1652",16,407,4.71e+08,2.62e+08,37800,513000,378000,93.8,93.8,93.8
"1655",16,428,1.03e+09,7.99e+08,386000,4330000,1330000,93.8,93.8,93.8
"1658",16,453,5.4e+08,3.51e+08,59300,2090000,255000,93.8,93.8,93.8
"1661",16,480,2.54e+09,6.49e+08,136000,8.1e+08,5060000,93.8,93.8,93.8
"1664",16,500,4.83e+08,1.03e+08,180000,1.6e+08,1570000,93.8,93.8,93.8
"1667",16,524,2.78e+09,8.31e+08,139000,1.1e+09,2260000,93.8,93.8,93.8
"1670",16,548,3.73e+09,1.23e+09,377000,7.87e+08,3100000,93.8,93.8,93.8
"1673",16,572,3.32e+09,3.52e+09,470000,2.54e+08,551000,93.8,93.8,93.8
"1675",16,596,1.67e+08,76100000,37800,13800000,92400,93.8,93.8,93.8
"1678",16,620,8.9e+08,5.02e+08,208000,15400000,307000,93.8,93.8,93.8
"1681",16,648,3.29e+09,1.39e+09,289000,6820000,92300,93.8,93.8,93.8
"1683",16,668,1.52e+09,8.24e+08,113000,2200000,311000,93.8,93.8,93.8
"1686",16,702,1.06e+09,4.97e+08,83900,10200000,656000,93.8,93.8,93.8
"1688",16,716,1.62e+09,1.4e+09,791000,9400000,783000,93.8,93.8,93.8
"1691",16,746,1.02e+09,4.22e+08,35900,1420000,520000,93.8,93.8,93.8
"1694",16,765,1.11e+08,44800000,29800,3380000,29300,93.8,93.8,93.8
"1697",16,798,1.79e+09,5.59e+08,107000,4.78e+08,3080000,93.8,93.8,93.8
"1699",16,812,9.5e+08,1.82e+08,26300,1.57e+08,8e+05,93.8,93.8,93.8
"1701",16,837,2.22e+09,2.5e+08,421000,5.34e+08,2870000,93.8,93.8,93.8
"1703",16,861,6.85e+08,4.7e+07,725000,4.35e+08,937000,93.8,93.8,93.8
"1706",16,884,1.75e+09,2.45e+08,462000,1.65e+09,486000,93.8,93.8,93.8
"1709",16,905,2.47e+08,42600000,73100,3140000,24400,93.8,93.8,93.8
"1711",16,932,27200000,11400000,5530,911000,5190,93.8,93.8,93.8
"1714",16,957,1.2e+09,5.18e+08,249000,3.6e+08,33800,93.8,93.8,93.8
"1717",16,978,3.56e+08,1.54e+08,41200,35300000,13000,93.8,93.8,93.8
"1720",16,1002,6.15e+08,1.47e+08,154000,18900000,131000,93.8,93.8,93.8
"1722",16,1028,19300000,403000,1290,419000,72400,93.8,93.8,93.8
"1724",16,1050,1.83e+08,3160000,4240,18500000,1630000,271,93.8,190
"1727",16,1076,6.7e+07,3640000,6670,13500000,678000,93.8,93.8,93.8
"1730",16,1099,76900000,2800000,1150,2140000,326000,93.8,93.8,93.8
"1732",16,1124,1.84e+09,1.02e+09,321000,36700000,113000,93.8,93.8,93.8
"1734",16,1146,9.25e+08,4.79e+08,387000,61400000,171000,93.8,93.8,93.8
"1736",16,1170,7.52e+08,3.67e+08,56100,618000,24000,93.8,93.8,93.8
"1738",16,1196,2.01e+09,8.81e+08,149000,95600000,4730000,93.8,93.8,93.8
"1741",16,1218,2.52e+08,4780000,15700,4180000,1600000,93.8,93.8,93.8
"1743",16,1242,5.55e+08,2.7e+07,86700,4.6e+07,14100000,93.8,93.8,93.8
"1746",16,1268,9.36e+08,4.97e+08,225000,374000,120000,93.8,93.8,93.8
"1749",16,1292,3.09e+09,1.15e+09,1860000,20800000,4040000,93.8,93.8,93.8
"1752",16,1316,2.37e+08,46800000,104000,4310000,4820000,93.8,93.8,93.8
"1755",16,1340,1.09e+09,53500000,244000,4.19e+08,57500000,93.8,93.8,93.8
"2561",17,0,5.68e+09,7.88e+08,93.8,1.02e+10,9260000,93.8,93.8,93.8
"2564",17,20,8.01e+09,9.26e+08,93.8,1.49e+10,1.32e+08,93.8,374,309
"2567",17,45,1.6e+10,4.35e+08,93.8,2.38e+10,3.47e+08,93.8,93.8,305
"2570",17,69,2.24e+10,3.96e+08,93.8,3.13e+10,3.85e+08,93.8,93.8,6990
"2573",17,91,1.68e+10,6.71e+08,93.8,2.01e+10,7.13e+08,93.8,93.8,22200
"2576",17,115,1.08e+10,1.28e+09,93.8,1.39e+10,2.98e+08,93.8,93.8,14100
"2579",17,143,8.95e+09,8.39e+09,93.8,1.09e+10,70500000,302,93.8,54700
"2582",17,163,1.28e+10,1.63e+09,93.8,9.41e+09,31500000,93.8,240,2420
"2585",17,189,5.15e+09,1.65e+09,93.8,6.84e+09,1930000,93.8,1710,3080
"2588",17,221,8.44e+09,2.82e+09,93.8,7.22e+09,161000,93.8,93.8,93.8
"2591",17,237,8.53e+09,4.32e+09,93.8,4.99e+09,657000,93.8,93.8,93.8
"2594",17,261,1.23e+10,4.82e+09,93.8,1.28e+10,8520000,2090,93.8,81800
"2597",17,283,1.43e+10,1.37e+09,93.8,1.32e+10,8150000,225000,93.8,30500
"2600",17,307,1.33e+10,2.79e+09,93.8,1.15e+10,2870000,6740000,407,106000
"2603",17,331,3.19e+09,1.05e+09,93.8,3.34e+09,5910000,16200000,93.8,206000
"2606",17,357,1.35e+09,9110000,93.8,1.29e+09,2.73e+08,54100000,93.8,11300000
"2609",17,381,4.44e+09,18100000,93.8,1.83e+09,8.72e+08,8.7e+07,93.8,74400000
"2612",17,405,1.79e+10,4140000,93.8,2.42e+09,3.96e+09,4.1e+08,93.8,4.92e+08
"2614",17,426,1.9e+10,3110000,93.8,1.24e+09,2.97e+09,3.35e+08,93.8,6.52e+08
"2617",17,451,4.43e+10,286000,93.8,1.54e+09,5.78e+09,3.22e+08,93.8,2.22e+09
"2620",17,475,5.15e+10,6640,93.8,6.05e+08,6.62e+09,2.12e+08,93.8,6.75e+09
"2623",17,499,9.71e+10,93.8,93.8,55100000,4.27e+09,6.18e+08,93.8,4.51e+09
"2625",17,525,1.74e+10,663,93.8,2.3e+08,3.64e+09,4.39e+08,93.8,2.76e+09
"2628",17,551,4.68e+10,93.8,93.8,4.68e+08,6.61e+09,1.1e+09,242,3.9e+09
"2630",17,573,1.58e+11,93.8,93.8,3.76e+08,4.64e+09,5.1e+08,466000,2.55e+09
"2633",17,595,1.32e+11,93.8,93.8,2.86e+08,4.78e+09,8.72e+08,1610000,3.12e+09
"2636",17,619,3.8e+10,93.8,93.8,2.08e+09,4.92e+09,6.45e+08,409000,2.76e+09
"2639",17,643,1.24e+11,93.8,93.8,1.95e+09,7.69e+09,6.4e+08,787000,2.47e+09
"2640",17,672,1.11e+10,93.8,93.8,2.15e+09,2.84e+09,1.28e+08,197000,7.47e+08
"2643",17,694,4.6e+10,93.8,93.8,9.16e+09,6.85e+09,9.02e+08,1320000,1.99e+09
"2646",17,717,1.63e+11,93.8,93.8,6.32e+09,6.46e+09,5.87e+08,1e+07,2.24e+09
"2649",17,741,1.7e+10,93.8,93.8,6.4e+09,3.01e+09,51600000,327000,6.5e+08
"2652",17,763,1.72e+11,93.8,93.8,1.42e+10,1.03e+10,1.23e+09,13300000,2.42e+09
"2655",17,787,1e+11,93.8,93.8,1.12e+10,7.22e+09,9.03e+08,5220000,1.9e+09
"2658",17,811,1.54e+11,93.8,93.8,1.04e+10,7.8e+09,1.32e+09,8270000,2.34e+09
"2661",17,835,1.61e+11,93.8,93.8,3.86e+09,4.76e+09,9.8e+08,8600000,1.7e+09
"2664",17,861,2.54e+10,93.8,93.8,7.97e+09,4.2e+09,7.21e+08,646000,1.13e+09
"2667",17,885,4.18e+10,93.8,93.8,1.46e+10,7.76e+09,1.22e+09,2430000,2.32e+09
"2670",17,909,1.39e+11,93.8,93.8,6.62e+09,6.74e+09,8.71e+08,8e+06,3.01e+09
"2673",17,931,1.32e+11,93.8,93.8,6.64e+09,6.75e+09,1.31e+09,1990000,1.93e+09
"2676",17,955,1.33e+11,93.8,93.8,5.17e+09,5.09e+09,1.02e+09,2330000,1.49e+09
"2679",17,979,2.55e+10,93.8,93.8,6.46e+09,3.38e+09,7.44e+08,831000,1.43e+09
"2682",17,1003,4.77e+10,93.8,93.8,8.42e+09,3.95e+09,2.91e+08,1490000,2.39e+09
"2685",17,1029,1.43e+10,93.8,93.8,1.37e+09,2.15e+09,3.05e+08,93500,4.96e+08
"2688",17,1052,3.09e+10,93.8,93.8,1.1e+09,2.81e+09,6.02e+08,1110000,1.54e+09
"2691",17,1077,1.4e+11,93.8,93.8,6.33e+08,2.49e+09,6.04e+08,2490000,1.58e+09
"2694",17,1099,3.81e+10,93.8,93.8,6.93e+08,2.43e+09,9.89e+08,1790000,1.45e+09
"2697",17,1123,1.3e+11,93.8,93.8,3.24e+08,5.32e+09,1.97e+09,4830000,1.84e+09
"2699",17,1147,7.73e+09,93.8,93.8,2.08e+08,1.96e+09,1.85e+08,528000,7.63e+08
"2702",17,1173,1.23e+11,93.8,93.8,1.56e+09,7.62e+09,1.25e+09,3200000,4e+09
"2705",17,1197,3.73e+10,93.8,93.8,4.5e+09,5.92e+09,1.16e+09,494000,2.33e+09
"2708",17,1224,1.16e+11,93.8,93.8,7.19e+09,6.23e+09,1.11e+09,925000,2.58e+09
"2710",17,1246,1.45e+11,93.8,93.8,2.42e+09,4.57e+09,4.65e+08,6450000,1.83e+09
"2713",17,1269,1.47e+11,93.8,93.8,2.51e+09,5.27e+09,6.04e+08,7930000,2.28e+09
"2716",17,1291,1.42e+11,93.8,93.8,3.8e+09,8.51e+09,3.61e+08,3500000,2.88e+09
"1917",18,0,1.64e+10,93.8,93.8,1.98e+08,2.39e+09,4.53e+08,22500000,97500000
"1918",18,24,1.37e+10,93.8,93.8,3.83e+08,3.61e+09,3.93e+08,26800000,74700000
"1921",18,48,4.99e+09,93.8,93.8,3.17e+09,2.41e+09,78100000,5390000,13300000
"1924",18,73,8.77e+09,93.8,93.8,8.11e+09,1.38e+09,17800000,1820000,3760000
"1927",18,97,8.92e+09,93.8,93.8,9.63e+09,3.78e+08,3930000,532000,978000
"1930",18,122,1.39e+10,93.8,93.8,1.85e+10,83600000,1140000,54400,310000
"1933",18,150,9.02e+09,93.8,93.8,1.1e+10,7950000,114000,4910,30700
"1935",18,168,8.87e+09,93.8,93.8,1.26e+10,7760000,76700,4160,29900
"1936",18,192,7.32e+09,30800,93.8,1.24e+10,2920000,11100,237,4980
"1939",18,218,1.85e+09,4180,93.8,3.37e+09,682000,3580,93.8,1240
"1942",18,242,4.49e+09,2850,93.8,6.64e+09,2530000,2700,93.8,776
"1945",18,261,1.48e+10,16900,93.8,2.22e+10,2900000,3900,93.8,1730
"1948",18,287,1.32e+10,1160,93.8,1.76e+10,3720000,1200,93.8,633
"1951",18,309,1.39e+10,316,93.8,1.84e+10,19700000,93.8,93.8,290
"1954",18,337,1.23e+10,93.8,93.8,1.3e+10,5090000,93.8,93.8,93.8
"1957",18,359,5.39e+09,93.8,93.8,5.99e+09,2590000,93.8,93.8,93.8
"1960",18,383,7.5e+09,93.8,93.8,6.48e+09,57800000,93.8,1040,93.8
"1963",18,415,6.38e+09,93.8,93.8,8.11e+09,1.24e+08,93.8,4710,193000
"1966",18,429,9.55e+09,93.8,93.8,8.29e+09,4.64e+08,93.8,234000,2850000
"1969",18,453,2.53e+09,93.8,93.8,3.31e+09,46500000,93.8,13700,179000
"1972",18,501,3.72e+09,93.8,93.8,5.49e+09,49300000,93.8,12800,192000
"1975",18,527,4.72e+09,93.8,93.8,5.59e+09,21100000,93.8,7830,88100
"1978",18,551,5.05e+09,93.8,93.8,6.68e+09,11700000,93.8,3960,89400
"1981",18,574,1.12e+09,93.8,93.8,9.93e+08,65400000,1780,93.8,88000
"1984",18,598,7.74e+09,93.8,93.8,1.26e+10,1.98e+08,23200,93.8,184000
"1987",18,622,7.6e+09,93.8,93.8,8.34e+09,1.04e+08,171000,93.8,147000
"1990",18,647,8.36e+09,93.8,93.8,1.26e+10,44100000,799000,93.8,111000
"1993",18,671,6.62e+09,93.8,93.8,6.51e+09,14400000,7e+06,93.8,312000
"1996",18,695,1.24e+09,414,93.8,1.48e+08,2.6e+08,66700000,93.8,62700000
"1999",18,719,1.43e+10,93.8,93.8,4.48e+08,2.5e+09,3.79e+08,93.8,8.78e+08
"2002",18,742,1.55e+09,233,93.8,76400000,3.11e+08,40800000,93.8,92900000
"2005",18,766,1.39e+09,93.8,93.8,43400000,2.98e+08,37200000,93.8,96200000
"2008",18,791,8.83e+08,93.8,93.8,27100000,2.22e+08,28600000,93.8,55800000
"2011",18,815,2.3e+10,229,93.8,3.08e+08,7.11e+09,9.6e+08,799000,9.92e+08
"2014",18,838,2.79e+10,93.8,93.8,2.69e+08,5.29e+09,9.8e+08,19300000,1.09e+09
"2017",18,863,1.34e+10,93.8,93.8,67800000,2.49e+09,3.67e+08,23100000,5.32e+08
"2020",18,888,2.43e+10,93.8,93.8,4.46e+08,5.35e+09,7.16e+08,21200000,7.21e+08
"2023",18,911,3.65e+10,93.8,93.8,6.26e+08,1.21e+10,1.17e+09,34100000,1.19e+09
"2026",18,934,3.4e+09,896,93.8,39400000,5.02e+08,1.25e+08,34300000,1.86e+08
"2029",18,1007,2.31e+09,391,93.8,30800000,4.58e+08,87100000,24500000,1.36e+08
"2033",18,1030,3.99e+09,93.8,93.8,10500,5.45e+08,1.72e+08,31100000,1.28e+08
"2036",18,1054,2.08e+10,93.8,93.8,29400,3.6e+09,6.73e+08,75900000,4.37e+08
"2039",18,1079,4.07e+09,93.8,93.8,3.49e+09,7.1e+08,7.22e+08,93.8,393000
"2042",18,1102,1.59e+09,93.8,93.8,3.75e+08,3.72e+08,95600000,3560000,3e+07
"2045",18,1127,1.73e+09,93.8,93.8,4.05e+08,4.26e+08,1.16e+08,2590000,28400000
"2048",18,1150,1.11e+09,93.8,93.8,2.49e+08,2.21e+08,52400000,2730000,17100000
"2051",18,1174,1.9e+09,93.8,93.8,15700000,5.08e+08,8080000,795000,41900000
"2054",18,1198,2.42e+08,93.8,93.8,1300000,1.02e+08,648000,297000,6020000
"2057",18,1222,7e+06,93.8,93.8,59400,3540000,21700,4470,140000
"2060",18,1271,3720000,93.8,93.8,57200,1670000,24200,2100,68800
"2063",18,1295,424000,93.8,93.8,6760,185000,1060,519,8490
"2066",18,1347,7240000,93.8,93.8,37700,4150000,5190,2380,132000
"2067",19,0,1.76e+10,93.8,2.15e+08,1.11e+10,93.8,93.8,93.8,93.8
"2068",19,24,1.53e+10,93.8,1.31e+08,1.24e+10,93.8,93.8,93.8,93.8
"2071",19,49,1.48e+10,93.8,1.14e+08,9.36e+09,93.8,93.8,93.8,93.8
"2074",19,71,1.59e+10,93.8,5.2e+07,1.45e+10,93.8,93.8,93.8,93.8
"2077",19,95,1.63e+10,93.8,47200000,9.87e+09,93.8,93.8,93.8,93.8
"2080",19,119,7.63e+09,93.8,27100000,5.72e+09,93.8,93.8,93.8,93.8
"2083",19,142,8.35e+09,93.8,1.55e+08,3.49e+09,93.8,93.8,93.8,93.8
"2086",19,169,4.63e+08,93.8,8340000,1.39e+08,608,93.8,93.8,93.8
"2088",19,191,1.5e+10,93.8,3.22e+08,9.04e+09,93.8,93.8,93.8,93.8
"2091",19,215,1.85e+10,93.8,55800000,1.3e+10,93.8,93.8,93.8,93.8
"2094",19,240,5.17e+09,93.8,47100000,2.21e+09,93.8,93.8,93.8,93.8
"2097",19,263,3.81e+09,93.8,36900000,3.99e+09,93.8,93.8,93.8,93.8
"2100",19,289,1.79e+09,93.8,22100000,1.53e+09,93.8,93.8,93.8,93.8
"2103",19,311,8.69e+09,93.8,92300000,7.29e+09,93.8,93.8,93.8,93.8
"2106",19,335,4.76e+09,93.8,46800000,4.72e+09,93.8,93.8,93.8,93.8
"2109",19,361,2e+08,93.8,197000,92500000,93.8,93.8,93.8,93.8
"2112",19,383,4.07e+08,93.8,8930,48800000,93.8,93.8,93.8,93.8
"2115",19,407,2.19e+09,93.8,9240000,1.86e+09,93.8,93.8,93.8,93.8
"2118",19,431,9.7e+09,93.8,36700000,1e+10,93.8,93.8,93.8,93.8
"2121",19,455,1.11e+10,93.8,1.39e+08,7.43e+09,93.8,93.8,93.8,93.8
"2124",19,477,8.31e+09,93.8,1.13e+08,4.87e+09,93.8,93.8,93.8,93.8
"2127",19,502,1.58e+10,93.8,2e+08,7.03e+09,93.8,93.8,93.8,93.8
"2130",19,527,6.65e+09,93.8,58800000,4.53e+09,93.8,93.8,93.8,93.8
"2133",19,551,3.63e+09,93.8,1.44e+08,3.27e+09,93.8,93.8,93.8,93.8
"2136",19,574,5.57e+09,93.8,73200000,3.53e+09,93.8,93.8,93.8,93.8
"2139",19,599,1.1e+10,93.8,55800000,7.63e+09,93.8,93.8,93.8,93.8
"2142",19,625,3.01e+09,93.8,11900000,1.73e+09,93.8,93.8,93.8,93.8
"2145",19,649,3.88e+09,93.8,25300000,2.55e+09,93.8,93.8,93.8,93.8
"2148",19,671,8.05e+09,93.8,1.8e+08,4.12e+09,93.8,93.8,93.8,93.8
"2151",19,695,3.17e+09,93.8,24300000,1.77e+09,93.8,93.8,93.8,93.8
"2154",19,719,1.4e+10,93.8,69300000,8.26e+09,93.8,93.8,93.8,93.8
"2157",19,743,1.14e+10,93.8,48100000,5.74e+09,93.8,93.8,93.8,93.8
"2160",19,766,7.84e+09,93.8,48300000,9.14e+09,93.8,93.8,93.8,93.8
"2163",19,791,7.57e+09,93.8,3.3e+07,5.38e+09,93.8,93.8,93.8,93.8
"2166",19,815,2.21e+10,93.8,1.45e+08,1.29e+10,93.8,93.8,93.8,93.8
"2169",19,839,4.22e+09,93.8,26300000,2.61e+09,93.8,93.8,93.8,93.8
"2172",19,863,1.57e+10,93.8,1.23e+08,9.66e+09,93.8,93.8,93.8,93.8
"2175",19,887,1.12e+10,93.8,45300000,7.13e+09,93.8,93.8,93.8,93.8
"2178",19,913,1.68e+10,93.8,74100000,8.08e+09,93.8,93.8,93.8,93.8
"2181",19,936,9.03e+09,93.8,1.12e+08,8.09e+09,93.8,93.8,93.8,93.8
"2184",19,959,5.4e+09,93.8,56300000,3.66e+09,93.8,93.8,93.8,93.8
"2187",19,985,6.07e+09,93.8,46800000,3.81e+09,93.8,93.8,93.8,93.8
"2190",19,1009,1.59e+10,93.8,63500000,9.29e+09,93.8,93.8,93.8,241
"2193",19,1031,7.47e+09,93.8,79100000,4.93e+09,93.8,93.8,93.8,93.8
"2196",19,1055,1.46e+10,93.8,75900000,1.05e+10,93.8,93.8,93.8,93.8
"2199",19,1081,1.3e+10,93.8,1.12e+08,6.82e+09,93.8,93.8,93.8,93.8
"2202",19,1104,6.69e+09,93.8,1.29e+08,5.64e+09,93.8,93.8,93.8,93.8
"2205",19,1128,1e+10,93.8,82900000,9.6e+09,93.8,93.8,93.8,93.8
"2208",19,1150,9.35e+08,93.8,135000,6.14e+08,93.8,93.8,93.8,93.8
"2211",19,1175,3.85e+08,93.8,1750000,2.75e+08,93.8,93.8,93.8,93.8
"2214",19,1198,2.11e+09,93.8,697000,6.5e+08,93.8,93.8,93.8,93.8
"2217",19,1223,9.66e+09,93.8,20800000,6.76e+09,93.8,93.8,93.8,93.8
"2220",19,1246,9.28e+09,93.8,19600000,3.83e+09,93.8,93.8,93.8,93.8
"2223",19,1271,1.29e+10,93.8,1.65e+08,9.1e+09,93.8,93.8,93.8,93.8
"2226",19,1295,7.08e+09,93.8,1.51e+08,3.52e+09,93.8,93.8,93.8,93.8
"2229",19,1319,1.23e+10,93.8,2.56e+08,5.82e+09,93.8,93.8,93.8,93.8
"2232",19,1340,9.58e+09,93.8,1.48e+08,5.46e+09,93.8,93.8,93.8,93.8
"2849",20,0,1.7e+10,93.8,8.18e+08,1.64e+10,14600000,93.8,93.8,93.8
"2850",20,72,8.84e+09,93.8,29200000,1.42e+10,4.06e+08,93.8,93.8,93.8
"2853",20,98,3.77e+10,93.8,3.44e+08,4e+10,4.77e+08,93.8,279,361
"2856",20,120,5.57e+09,93.8,1.12e+08,8.55e+09,6890000,93.8,93.8,270
"2859",20,147,1.03e+10,263,82200000,1.36e+10,2060000,93.8,93.8,93.8
"2862",20,165,6.77e+09,93.8,73300000,9.85e+09,390000,93.8,93.8,93.8
"2865",20,193,1.14e+10,93.8,3.61e+08,1.19e+10,224000,93.8,93.8,574
"2868",20,217,1.17e+10,93.8,57600000,1.55e+10,113000,93.8,93.8,782
"2869",20,243,6.69e+09,93.8,1.35e+08,9.39e+09,30600,93.8,93.8,93.8
"2872",20,264,1.2e+10,93.8,91900000,1.32e+10,74900,93.8,93.8,732
"2875",20,288,5.97e+09,93.8,80200000,7.55e+09,21400,93.8,1650,93.8
"2878",20,313,3.73e+09,93.8,65100000,5.38e+09,818000,93.8,5750,37700
"2881",20,335,2.88e+09,93.8,18700000,3.63e+09,16600,93.8,93.8,93.8
"2885",20,384,3.51e+09,93.8,6190000,4.09e+09,654000,93.8,93.8,93.8
"2889",20,404,9.45e+09,93.8,43900000,1.71e+10,23900000,93.8,93.8,47400
"2891",20,429,9.06e+09,93.8,1.18e+08,1.38e+10,8360000,93.8,93.8,25700
"2892",20,460,6.95e+09,93.8,2.06e+08,9.93e+09,2370000,93.8,93.8,8500
"2897",20,479,7.09e+09,93.8,3.35e+08,1.12e+10,1220000,93.8,93.8,10900
"2900",20,503,8.35e+09,93.8,3.68e+08,7.22e+09,331000,93.8,2220,1820
"2904",20,529,7.03e+09,93.8,5.77e+08,1.05e+10,335000,93.8,93.8,93.8
"2906",20,548,4.14e+09,93.8,3.63e+08,4.49e+09,256000,93.8,93.8,250
